author_id,name,affiliation_id
35473996100,Mikhail G. Voronkov,60101981
36078272300,Jens Juul Holst,60030840
56363077100,Florian Lang,60017246
55664358300,Ahmed Alsaedi,60004582
36045760600,Robert M. Califf,60005200
7601341506,Jianjun Zhang,60069706
8668585700,Yanjing Chen,60014966
36071754100,Jingjing Zhang,60022422
7403122266,Jean-Louis Vincent,60068575
36041345700,Cyrus Cooper,60023615
24759171600,Miloš V. Lokajíĉek,60016576
7403144221,John Edward Morley,60000945
36065603800,Ping Liu,60017311
36469661200,Rod Addy,
7102168325,Francesco Montorsi,60009622
35377999900,Hiroshi Yamamoto,60092264
7201832825,Hermann Brenner,60017059
36077615400,Jian Wang,60019118
36063155900,Anil Sampath Kumar,60012548
26643489700,Yonghua Yong Li,60031150
7404472939,Ben Suk Yang,60073711
57203046809,Jo Ann E. Manson,60016782
36038519800,Piermannuccio Mannuccio M. Mannucci,60007067
7404158718,Ping N. Zhang,60030966
36044927700,Dan J. Stein,60000356
36013862000,Yusuke Nakamura,60029278
36012823000,Jaakko O.I. Tuomilehto,60104546
34770442400,Wen Gao,60014966
36051235900,George Panagiotis Chrousos,60067083
57202314381,Lin Zhang,60014551
36037094600,Geoffrey Burnstock,60026553
7202675508,Valentín Fuster,60012981
35478183900,Qiang H. Chen,60002014
7401855577,Hans Jürgen Möller,60028717
36050149600,Viroj Wiwanitkit,60105038
36042196400,William A. Goddard,60031581
7404865969,Rui Zhang,60021296
57195254907,Nicholas G. Martin,60025029
36072008200,Tao Yuan Y. Li,100386761
35447905100,Rinaldo Bellomo,60026553
55961080300,Boris A. Trofimov,60101981
7405919695,Bin G. Wang,60087832
55507741600,Masaki Mori,60024322
55429522900,Kypros Nicolaides,60029685
36065734400,Eric David Peterson,60030982
57202751159,Christopher T. Russell,117839979
35354455800,Antonio Colombo,60082964
55203838700,François Maria Peeters,60012937
36072727900,Bonian Li,60003970
36046487200,Axel Haverich,60024052
36042757800,Dimitri P. Mikhailidis,60029950
57208561547,Vijay Pal Singh,60020547
36041927900,Magdi H. ’Yacoub,112866840
13702651800,Peter J. Neuhaus,118959424
36012928800,Guanrong Chen,60013983
56466188600,Giuseppe Remuzzi,60029411
7403220237,Paul Murray Thompson,60005247
35474081900,José Elguéro,60011155
36013249500,Damià Barceló,60110375
35495744600,Britton Chance,60006297
7006485633,Paul R. Lecoq,60019778
56470279100,Toshio Ogihara,119398566
56422845100,Lei Jiang,60013789
7201791666,Jitender P. Dubey,60000635
56854903200,Witold Pedrycz,60030835
36041114800,Friedrich C. Luft,60026245
35444602000,Thomas Josef Vogl,60000401
55711979600,G. M. Whitesides,60009982
36045489100,Christodoulos I. Stefanadis,60010667
35377090000,Eric J. Topol,106443443
55663621200,Merrill Eric E. Gershwin,60023317
7202845830,Jingping Ou,1009834
35355550800,Kazuaki Chayama,60030788
55663198300,Nicola Maffulli,60019202
35570711700,Mohamed Slim Alouini,60092945
56434989100,Hai Jin,60025761
57203215992,Felicitas Paüss,60025858
9333137300,Yifei Zhang,60009884
57203069058,Edward Luciano Giovannucci,60032499
55606844200,Walter Greiner,60083550
7102588111,Kevin D. Hyde,60020524
57202559706,Mario Plebani,60027298
36044571800,Kari Hemminki,60029170
36014035300,KatsumiŠ Yoshino,60008596
35509343900,Ferdinand Bohlmann,60011604
56523543300,F. Albert Cotton,60020547
57206520256,Graham A. Colditz,60022756
36044020700,Wei Gao,60028333
13310363300,Chinchen Cheng Chang,60004879
7404954862,Chingping Wong,60019647
36049696300,Jan M. Balzarini,60025063
35226059300,Renyuan Zhu,60031581
36047427700,Wilbert S. Aronow,60029961
55598669000,Jansen A. Jansen,60002573
36038688700,Frank B. Hu,60032499
55181651300,Josef H. Finsterer,60030339
57202708919,Carol Lally Shields,60015277
57191855761,Kaushik De,60003467
7202318774,Avelino Corma,60068624
35419333100,Donald G. Truhlar,60029445
35228094600,Wolfgang Wagner,60022995
36068379000,Lifeng Liu,60025761
35375959000,H. Eugene Stanley,60019674
7004451284,Gregg C. Fonarow,60032023
35392235500,Michael Boḧm,60023686
7202761439,Gregg Whitney Stone,60027565
57202559302,Claudio Ronco,60025304
55541278700,Meir J. Stampfer,60016782
7201823908,Silvia Franceschi,60024610
36048024500,Sailing He,60108761
35227418400,Carsten Hensel,60008132
55239601400,Luigi G. Ferrucci,60017252
34975067900,Dave L. Kaplan,60023143
7202749318,Salim Yusuf,60026748
36043368300,Masao Omata,100330267
55156315400,Jean Bousquet,60108488
7404365369,Hiroshi Shimizu,60014652
7202399346,Gabriel N. Hortob́agyi,60015023
35430328000,Thomas Henning,60007268
35391014800,Ira H. Pastan,60013409
7202315657,Lewis H. Kuller,60003742
7202304775,Martin McKee,60031331
35356052000,Robert S. Stone,60030623
7201947292,Ray Jay Butcher,60012771
7403334992,Willy Jean Malaisse,60000145
7202975031,Carlo Maria Croce,60002058
7402214306,ROBERTO ROMERO,60025778
35481427700,Genrickh A. Tolstikov,60096879
9637001200,Vijendera Kumar Jain,60025929
55423086200,Kjell Fuxe,60012311
36038149900,Henrik Toft Sørensen,60029616
35406091300,Solomon H. Snyder,60001117
7502092620,Yuanbing Xiang Li,60014643
35232138400,Ronald L. Klein,60023222
36076739200,Jing Tiffany Li,60008332
35602399300,Alexandra M.Z. Slawin,60022132
36013406300,Gangshan Ying Li,60018805
35406239400,Robin M. Murray,60011520
35597098500,Feng Pan,60018205
16055378000,Walter J. Murphy,101479506
36013313700,Ravi P. Agarwal,60032297
24299225600,Hugo A. Katus,109268180
7401767314,Nicholas White,60012718
7004529719,Alan M. Litke,60085982
35380287000,Guido Kroemer,60106080
9533191200,Robert Henry Anderson,60022357
7202254882,Rainier F. Storb,60015481
35374468500,Wernér E.G. Müller,60031216
7601312081,Yanjun Rong Zhang,60000645
36046672300,David E.R.S. Sutherland,60029445
7410281111,Xin Zhang,60003353
36874814700,Satoshi Ōmura,60006321
35569662900,Herbert W. Roesky,60031514
8546457000,David Rousseau,60073296
56371364400,Sudhanshu Kumar Sharma,60012981
7202492953,Jost Bruno Jonas,60073453
7006868555,Assen V. Jablensky,60002476
35376064600,Kenneth Carl Anderson,60002746
55712181600,Qing Liu,60023380
35426195700,Michael G.B. Drew,60012197
8349134300,Lina Peter Zhang,60020870
7202608621,Thomas G. Hökfelt,60012311
36076881700,Diederick E. Grobbee,60032724
35502069800,Leo A. Paquette,60003500
7201788288,Giancarlo Comi,60082964
12797223200,Guoqiang Li,60073652
35395245000,Giovanni Battista Gasbarrini,60031984
7103016042,Jan Reedijk,60070180
7101706560,Douglas M. Gingrich,60030835
36067529400,Rajendra Pal B. Singh,60016569
57208312072,Vicente Soriano,60104175
36047714700,Stephen V. Faraone,60018741
7409196483,Hua L. Zhang,60026990
56415176000,Kaj Blennow,60027675
35396896000,K.H.J Buschow,60002483
7102621930,Paolo Boffetta,116774431
35227518700,Thorsten U. Kühl,60030635
35396685700,Shizuo Akira,60024322
57203032265,Loïc I. Guillevin,60028950
35401956200,Yoshiyuki Kawazoe,60014340
35227846600,G. Punzi,60113665
8590520300,Ganglin Wang,1013263
55183840900,Crispian M. Scully,60022148
7201795361,Stephen Holgate,60021722
57202563828,John E. Huth,60009982
35227667600,Jesús Marco,60015179
55628572491,Viroj Wiwanitkit,60105038
36048809900,Alexander S. Shashkov,60014039
35885117500,B. W. Mol,60019578
7501883403,Junfeng Chen,60088188
7202558724,John J. McMurray,60001490
36067406200,Qing T. Li,60018540
35404899200,Charles David Marsden,60011520
26643530600,Jun Li.,60103821
35397797400,André J. Scheen,60016829
55655407300,Richard Shane Tubbs,113134808
36171690500,Rick Pendrous,
35355630500,David N. Herndon,60014569
35226992800,John M. Butler,60019674
56705691500,Ian John Deary,60027272
36072041800,Yonghui Hong Zhang,60088183
36049834600,Kazuwa Nakao,60030354
8716933500,Junbo Wang,60025278
7401481144,Kaliman T. Kovács,60017018
57165279600,Takashi Sügimura,60023890
7101902574,Harlan M. Krumholz,60005455
55533604400,Albert D.M.E. Osterhaus,114354997
24400826900,Jörge Eduardo Cortés,60015023
36048150200,Peter Malfertheiner,60018362
57202554064,John Q. Trojanowski,60006297
35235751200,Jhillusingh Yadav,120671770
36050194500,Masatoshi Makuuchi,100387732
36038085300,Peter B. Hitchcock,60017317
35227387200,Pӓr Göran Jo̊nsson,60002014
7102799259,Giovanni M. Scambia,60031984
57188687200,David Jeremy Williams,60015150
57203087859,Robert F. Spetzler,60001362
55857720800,Ray Leslie Frost,60011019
55542871600,Richard D. Smith,60023471
8262685700,Jun L. Li,60014454
35461255500,Markku Kulmala,60002952
35227521100,Alexei A. Klimentov,60006221
8895697000,Jingchun Wang,60004538
36748941200,Peng Shi,60009512
56278550500,Ibrahim DinÃ§er,106924210
55572006200,Steven Aaron Rosenberg,60013409
36037127700,Henrik Fs Kehlet,60027906
24922271000,Fei Yuc Wang,60023863
35395544500,Yasuhiko Arakawa,60025272
7202608150,José Luis García Fierro,60021246
7004573619,Shahrokh F. Shariat,60011394
36079168500,Huifang Li,122033459
36045822400,Paul Mandel,60033130
55905660400,Hector F. DeLuca,60032179
35403683300,Frank J. Gonzalez,60013409
7501854020,Xiaofeng Wang,60025785
56876526000,Harold A. Scheraga,60007776
35403292800,Adrian Harris,60001633
7407616360,Peng W. Wang,60024350
36045241200,Nicholas J. Talley,60010571
35428678100,G. Van Tendeloo,60012937
57202570778,Kay Tee T. Khaw,60031101
55545557400,Roland Hetzer,60009113
35355682300,Bruce S. McEwen,60026827
35392031000,Anthony S. Faucì,60017336
7403599548,Phillip S. Yu,60027561
7003673945,Antonio Ereditato,60020486
55489745300,Gordon Huang,60030101
7701314455,Joseph Wang,60030612
55552602400,MARK HALLETT,60013780
35519137100,Fereydoun Azizi,60022761
36039325000,Teruo Okano,60025639
7403535102,Minghui Zhao,100420443
36046783700,Wolfgang Maier,60007493
36044308900,Kazuo Tsubota,60025252
35480811000,Uwe Wollina,118664262
7202304247,Paul M. Vanhoutte,60006541
35232149300,Tsung O. Cheng,60025761
55154772500,Ulrich S. Schubert,60029507
36049095700,Helmut M. Frieß,60103459
55763062800,D. Y. Graham,60011641
55513969100,Michael S. Weber,60012708
35398827000,Kenji Kangawa,122755610
36071871200,Yingying Liu,60009509
35354210200,Hiroshi P. Sato,60024621
7401848834,Pengbo J. Zhou,60009860
35379599600,Jaakko Kaprio,60002952
56608782300,Pierre E. Savard,60016849
36047925100,Richard A. Flavell,60005455
35458445500,Karl P. Peters,60016924
35351716300,Ernest Eugene Moore,60030563
6603959547,Louise Stanley Durkin,60003500
35390960400,C. A. Dinarello,60009866
36072924100,Qiang Li,60025881
7201924128,John Llewelyn Hopper,60026553
55431521100,Carl D. Djerassi,60012708
36043410700,Georges Mathé,102012753
7403354075,Jinde Cao,60005244
7201774556,Alberto Mantovani,60021435
56905624700,David J. Greenblatt,60015849
56861715700,Rui Luís Reis,60020475
35378012400,Dorret I. Boomsma,60117142
35426621400,Fernand Labrie,108152615
55937239600,Aldo R. Boccaccini,60000765
56095527300,Weiming Min Liu,60011549
36039126400,William Clegg,60006222
7404455361,Lili Zhao,60027363
16044062200,Qian S. Wang,60002593
7404654376,Sabu Thomas,60029694
7004900619,Heiner Boeing,60072296
36067611300,Vinod Kumar Sharma,60032179
36044041500,Michael J. Owen,60023998
35228064400,Lawrence R. Sulak,60019674
7402933815,Paul G. Mitchell,60025709
7003623475,Alice C. Mignerey,60020304
35377488600,Maxime R. Dougados,60019163
7202153712,Hironobu Sasano,60016416
57202523286,Aruna Kumar Sharma,117861512
7403683403,Chiahung Kao,60006988
36048831500,Bengt G. Winblad,60012311
35414205100,Dietmar N. Fuchs,60008222
56438908200,Karlheinz H. Meier,60016908
53877620200,Akhlesh Lakhtakia,60001439
36038053000,Alberto Zanchetti,60030318
26642998300,Xiaodong Li,60025278
35377249400,Elizabeth L. Barrett-Connor,60030612
35351230800,Herbert Yale Meltzer,60013227
35227619300,Ryan J.Dwayne Miller,60016849
57202772265,Chris J.L.M. Meijer,60008734
56455927500,Johns S. Najarián,60029445
7404011052,Wei SUN,60018465
35405352400,Joseph Jao Yiu Sung,60002798
35375717700,Ron Waksman,60026876
35371323800,Abass Alavi,60023009
7201681809,Kenneth H. Mayer,60002746
34880546600,Ajit Kumar Mohanty,60033473
7202268530,Massimo Filippi,60009622
55486030100,Siegfried F. Kasper,60011394
35377033000,John P. A. Ioannidis,60032838
6701723507,M. Rusop,60004351
36072111700,Ruqing Yu,60032356
35555126200,Boris A. Malomed,60005681
14633357600,Ara Darzi,60015150
35227432100,Maninder Kaur,60018526
35372660600,Juliam Margaret P. Pōlak,60020413
57200715827,Prof David R. Jacobs,60013223
7102336029,Victor Leung,60010365
36037120700,Hikaru Matsuda,100615979
35446602600,Hubert Vaudry,60032922
35351391300,Tim Spector,60011520
7103035312,Franz Petermann,60008293
7102885673,Lars Arendt-Nielsen,60022134
7101991490,José Alain Sähel,60001361
35317963900,Jürgen Kürths,60021763
35375662400,Tamara B. Harris,60017252
35515964300,Qiheng Zhang,60082819
35512463300,Robertr R. Alfano,60021784
35966168300,Guido N.J. Tÿtgat,60002483
12757293200,Etiennette Auffray,60019778
35406976200,Richard L. Simmons,60015543
7101843599,Bruce D. Hammock,60014439
36040646100,Fenglin Zhao,60025761
35398340400,John J. Fung,60007541
35350527400,Allen J. Bard,60013372
10440736200,Haiyan Wang,60009559
7202164137,John G.F. Cleland,60001490
35376505200,Hiroyuki Kuwano,60005935
7405489805,Chaohui Zhang,60026514
57193910834,Graham G. Giles,60026553
36043371100,Jonathan I. Epstein,60001117
7401906664,Bin Zhou,60025063
7202483095,Gordon G. Wallace,60011664
57202963538,Richard E. Champlin,60015023
36045985300,Adrian F. Furnham,60007996
7201380947,Douglas G. Altman,60026851
57205523298,Seeram Ramakrishna,60017161
55942654100,Steven G.E. Marsh,60020641
8677197500,Jinghe Yang,60005027
7403441900,Masatusugu Hori,118424400
7201617288,Fumimaro Takaku,100586495
8951919500,Joséph Molńar,60002536
7405338489,Ruzhu Wang,60025084
7202587142,Julio S. G. Montaner,60010365
7202254852,Elias James Corey,60009982
56029882700,Guido E. Tonelli,60028868
55444564800,Rattan Lal,60003500
7408691703,Bin Liu,60004630
6701454676,Henrik Zetterberg,60027675
36049280600,Georgios B. Giannakis,60029445
6701926215,Fraser J Stoddart,60007363
57197131060,Thomas Chung Wai Mak,60018554
56249268600,Mìchel E. Safar,60028950
8114205400,Byoungho Lee,60013682
7402656294,Murray F. Brennan,60009343
36079683900,Karl Erik Andersson,60031437
55557579800,Thomas Ruzicka,60000291
36049459000,Donal O'Regan,60008539
35234357800,Leonard Jeffrey L. Medeiros,60015023
35413217200,Denton A. Cooley,60023304
18535933700,Marjo Riitta Järvelin,60015150
36044337100,Toshikazu Yoshikawa,100339524
35407336900,Martyn C.R. Symons,60021435
55703202300,Toshiyuki Yamamoto,60025639
36043809200,Aaron R. Folsom,60013223
7103125178,Stefan S. Zeuzem,60009308
7102777145,Michael G. Pecht,60020304
36062545100,Jianchun Qiong Li,60073652
7409750697,Hua Kun Liu,60011664
7004990102,A. Tjønneland,60017743
35516117800,Éduardo D. Bruera,60015023
13402610900,Jos W.M.D. van der Meer,60002573
57203778874,Bharat Bhushan,60003500
36067003800,Klaus Diedrich,121067240
36012646700,James L. Kennedy,60002441
7103293037,Paolo Víneis,60015150
35231615000,André G. Uitterlinden,60032114
24577446800,Xianghua Liu,60031863
7601405741,Sanghyun S. Lee,60000142
57202557625,Margherita J. Primavera,60114718
35556997000,Luca Benini,60025858
7202602504,A.John Camm,60029329
7004328842,Antonio Zoccoli,60028218
56753619000,Frederick Peter Guengerich,60006475
7006047196,Stephen J. Chanock,60013409
36046169900,Mark P. Mattson,60017252
7401512474,David H. Francis,60019778
7102819039,Robert Graham Cooks,60028629
7004380039,David Bylund,60016261
7004168189,Michael V. Düren,60017134
35459135300,John Paul Giesy,60031707
7102989379,Frederik Barkhof,60019953
7102087489,Eric A. Boerwinkle,60027512
55675982000,Tim J. Peters,60014311
36831790800,Ernst E. van der Wall,109499115
7004834165,Mohammad Reza Ganjali,60022927
8791937300,Javier Gonzalez S’Anchez,60002644
7404515510,Weiwei Zhou,60004538
36049129500,Gang Chen,60103801
36037051500,Juergen U. Schólmerich,60007762
7006596857,Sergio Tufik,60014992
55499856000,Yukihiro Ozaki,60027395
23988930400,Andrew John L. Lees,60019953
57200164832,Shigeyuki Yokoyama,60016648
35518926800,Hassan Y. Aboul Enein,60014618
35377080700,Gian Franco Gensini,119103604
56393151400,Reinhold Ernst Schmidt,60006224
56210513900,John A. Hardy,60022148
35352934700,Masatoshi Fujishima,120686685
35372254600,Hans Peter Härtung,60025310
35355842400,Dennis W. Dickson,60002333
7102172597,Frits Richard Rosendaal,60015618
7403119361,Pingping Wu,60006988
36080215500,K. J. Friston,60022148
35601646300,Roel G.F. Baets,60033316
8856756500,Jun Q. Zhao,60011373
35377379200,Henry T. Lynch,60012028
7201903788,Franz Halberg,60005745
35413032700,Marlan O. Scully,60020547
7102627598,Robert Weigel,60000765
57191773533,Robert Schlögl,60008644
36068591400,Christian G. Stief,60000291
8215839300,Renu K. Virmani,100317301
36014543100,Min L. Liu,60025278
7103058110,Arnon Nagler,60005681
55058315300,Gu¨nter E. Breithardt,60006490
36079617800,Yanling Li,60102439
8668785000,Jie Zhang,60025279
36068617400,Shao-jun Dong,60027363
7202415416,Jan A. Staessen,60025063
7103331624,David John Nutt,122769337
35228815600,Muhammad Iqbal Choudhary,60061893
7005872966,Dumitru I. Bǎleanu,60004384
7102183906,Markus M. Schwaiger,60103459
7007164627,Kim Overvad,60029616
55192275000,Hideki Y. Yagita,60009740
7202821559,Franco Locatelli,60017905
36071676700,Lihong Victory Wang,60022756
35374693900,George A.J. Bray,60021235
55359659600,Laurence Gibbons,
35476889600,Nikolay S. Zefirov,60109762
7005154075,Michael A. Mont,60021160
36048347000,Valery V. Tuchin,60109768
36037787700,Issei Komuro,60004225
35254807600,Brian F.G. Johnson,60000499
35396240300,Bernard A. Rosner,60016782
35355951800,Richard N. Zare,60024007
7201418586,Claude E. Bouchard,60021235
7005216193,David Julian McClements,60014313
53865355300,Jörn Ø.R. Ølsen,60029616
36048686700,Michael Bolte,60007762
36038238500,Frank Rolf Fronczék,60007566
57200264409,Narayanaswamy Balakrishnan,60106381
7102712402,Masutaka Furue,60011047
7102069340,Furnihito Arai,60000264
7006390687,Yuichiro Doki,60024322
35432055700,Dirkje S. Postma,60006027
7103096477,Ichiro Kawachi,60032499
56212505300,Philippe Gabriel Steg,115168881
35221476200,Pietro Faccioli,60022689
7202213462,Daniel R. Weinberger,60005248
7201798741,Seiji S. Shinkai,60011047
7103022316,E. Longo,60013792
36071946000,Lina Ma,60024350
36046122600,Youwei Du,60033100
36043900100,Herschel A. Rabitz,60003269
10045230800,Lijun Zhang,108379015
36078663700,Jiyang Wang,60031031
7102442791,Chi Ming Che,60115571
36012975000,Jerzy R. Leszczyński,60000238
7004827999,Vincenzo Cavasinni,60113665
57202638098,Cornelis J.H. van de Velde,60015618
55930323400,Gary S. Mintz,60015884
35372963400,Dimitrios V. Trichopoulos,60032499
35354329800,Hiroki Takahashi,60104575
7201777137,Paul D. Emery,60012070
57192521261,Shoudong Lee,60104361
35428303300,Geraldo P. Murphy,60022577
7403421397,Vandana Kumar Gupta,60027550
35076106000,Christian C. Krettek,60024052
36076825600,Wang Jev Jiang,60082199
36065691100,Xinjian Li,60018554
36013369000,Richard Blyton Devereux,60007997
35376162800,Daniel S. Berman,60016173
7401931099,Tak W. Mak,60008768
7003629090,Saralees Nadarajah,60003771
7407574204,Xinqiang Zhao,60010955
56243738900,Eli Ruckenstein,60032083
24543409400,Kenji Mori,60083371
7102307605,Elisa Bertino,60009254
36078079100,Kwok Yung Yuen,60114500
35594498400,Yufena Fen Zhao,60018205
35433275800,Friedrich Wilhelm Mohr,60021641
25922579100,Mehmet Ali Haberal,60028644
7501878473,J. Chen,60023813
56699254000,Takeshii Endo,60000005
55438371700,Stanislław Jan Konturek,60021323
7006249269,Timothy M. Pawlik,60003500
26643574100,Liangz Cheng,60021947
7201772732,Elisabeth GE E. De Vries,60006027
56424995200,Helmut Schwarz,60011604
35379638300,Gordon B. Mills,60015023
7005552996,David Zurakowski,60007740
35376932100,Diéter Haüssinger,60025310
7005982703,Toyoaki Murohara,60020492
36524693200,John C. Àrdagh,60003455
36041155600,Hartzell V. Schaff,60005558
7006417148,E. W. Steyerberg,60032114
35401974700,Hideo Baba,60021120
35401371900,Herman van den Berghe,60015622
35412870200,Arthur W. Toga,60029311
35371766500,Filippo Crea,60031984
9846383000,Robert Huber,60012408
7403321759,Wei J. Wei,60015023
7102958684,Peter J. Nijkamp,60014168
55945760400,Christian E. Elger,60007493
8454035400,Mengxuan Zhang,60011048
35375208700,Bruno Dallapiccola,60017905
57060960600,Soojin Park,60028876
55854740500,Trevor W. Robbins,60031101
36077273000,Victor J. Hruby,60010065
7006539182,Terho J. Lehtimäki,60011170
7006077607,Rosario Tumino,60085201
24774986400,Giulio Cerullo,60023256
7202689314,Yasuhiko Tabata,60011001
7202660170,Fuujen Tsai,60031941
55110642200,M. Santosh,60009512
7007073571,Philip H. Scheltens,60001997
36050698100,Paul A.L. Greengard,60026827
35371853600,Bernard John Gersh,60026829
7005321640,M. Budoff,60005247
57189292453,Yuhan Sun,60117397
55143401900,Werner Seeger,60008248
7103251673,Jürgen R. Popp,60029507
57202476599,Takao Saruta,60025252
57195520301,Arun Sadashiv Mujumdar,60059360
36051195700,Coen D.A. Stehouwer,60070744
35354062100,David Jerome Kupfer,60028131
36038586400,Roberto Cingolani,60102151
55438303000,Tom W.J. Huizinga,60015618
7404908085,Feiyong Chen,60030434
35619833600,Shouzhuo Yao,60014070
7007043802,Naveed A. Sattar,60001490
57193645972,Ronald Karl Petersen,60005558
25926500300,Berthold Viktor Koletzko,60000291
55995576100,Paula A.M. Eerola,60002952
55419899000,Jean François Bach,100323898
35580126700,Declan M. Butler,100460318
35452687500,R. Weissleder,60002746
35377845800,Alan J. Wein,60023009
57203056797,Robert M. Hoffman,60011547
56937495600,Takahashi Hashimoto,60013722
35202228100,Gang Z. Wang,60019118
57197558715,Chrisitian Wilhelm Hamm,60072281
36076891900,Tao Yeung Wang,60073453
7401738392,Dinggang Shen,60005273
7102519424,Alexander R. Vaccaro,60015277
55429556800,Pierre Kastner Pierre Chambon,60017969
7202708166,Michael L. Weller,60019636
7102072188,J̈urgen P. Debus,109268180
55006646100,Wolfgang D. Hiddemann,60028717
7201882795,Andrew J. Bush,60010719
57200854127,Yuanquan Wei,60073509
55802353000,Longtu Li,60025278
36038651200,Peter Michael Schlag,60026245
35418876900,M. G. Marmot,60022148
36036934000,Roland H. Fröhlich,60000401
35352631800,Ralph H. Hruban,60001117
35235601700,Willy Henry Verstraete,60033316
26643208200,Linze Lin Li,60024609
35380094100,Martin M. Borggrefe,60001972
35355232200,Charles B. Nemeroff,60013372
55574503700,Anders Pape Møller,60024652
35373029900,Morito Monden,60024322
19136105200,Jan H.M. Schellens,60007989
36013380100,Joseph B. Biederman,60029929
57113031900,David D.B. Bates,60009343
55046538900,Eva Negri,60029411
56760657800,Michael Berk,60018805
7101777373,Matthias Beller,60025221
36066810100,Andreas Riccardo Genazzani,60028868
36045700200,Alexander J. Blake,60015138
35416976100,Wylie W. Vale,60023253
35413538400,Jouni J. Uitto,60015277
35352688900,Masaki Kitajima,60024740
7408611903,Bin Chen,60024350
