affiliation-name	city	country	aff_id
Kyoto Institute of Technology	Kyoto	Japan	60031225
Humboldt-Universität zu Berlin	Berlin	Germany	60000762
Army Engineering University of PLA	Nanjing	China	119701274
Hospital Virgen de la Arrixaca	Murcia	Spain	60029675
Universität Ulm	Ulm	Germany	60010586
Columbia University in the City of New York	New York	United States	60030162
Rush University Medical Center	Chicago	United States	60018691
Macquarie University	Sydney	Australia	60019544
Vanderbilt Ingram Cancer Center	Nashville	United States	60024890
College de France	Paris	France	60010578
Mayo Graduate School	Rochester	United States	60018859
Collaborative Innovation Center of Chemical Science and Engineering (Tianjin)	Tianjin	China	114322388
Université de Strasbourg	Strasbourg	France	60103368
Università degli Studi di Padova	Padua	Italy	60000481
Hospital for Sick Children University of Toronto	Toronto	Canada	60030319
Dalian Polytechnic University	Dalian	China	60069704
Foundation for the Community Control of Hereditary Diseases	Budapest	Hungary	60033004
National Taiwan University of Science and Technology	Taipei	Taiwan	60027709
Universiteit van Pretoria	Pretoria	South Africa	60021902
Lomonosov Moscow State University	Moscow	Russian Federation	60007457
Willows Veterinary Centre and Referral Service	Solihull	United Kingdom	112452866
Indiana University	Bloomington	United States	60021121
Scripps Research Institute	San Diego	United States	60007103
Uppsala Universitet	Uppsala	Sweden	60003858
Sanofi Pasteur	Boston	United States	113627503
Swiss Cardiovascular Center, University Hospital Bern	Bern	Switzerland	60069922
Tehran University of Medical Sciences	Tehran	Iran	60027708
Geha Mental Health Center	Petah Tiqwa	Israel	60022209
Albert Einstein College of Medicine of Yeshiva University	New York	United States	60002388
Southwest Jiaotong University	Chengdu	China	60010421
Osaka University Faculty of Medicine	Suita	Japan	60013829
National Taiwan University Hospital	Taipei	Taiwan	60073385
University of Iowa	Iowa City	United States	60024324
University of Ottawa, Canada	Ottawa	Canada	60028897
National and Kapodistrian University of Athens	Athens	Greece	60028900
Julius-Maximilians-Universität Würzburg	Wurzburg	Germany	60012689
Spanish Royal Academy of Veterinary Sciences	Madrid	Spain	117021657
University of Maryland School of Medicine	Baltimore	United States	60012957
Universidade Federal do ABC	Santo Andre	Brazil	60001430
National Institute of Neuroscience, Kodaira	Kodaira	Japan	60022867
Humanitas University	Milan	Italy	60107210
Nordic Bioscience AS	Herlev	Denmark	60009673
Dresden University Faculty of Medicine and University Hospital Carl Gustav Carus	Dresden	Germany	60025676
Turun Yliopistollinen Keskussairaala	Abo	Finland	60025765
IHS Jane's Naval Consultant	London	United Kingdom	121434510
Weizmann Institute of Science Israel	Rehovot	Israel	60017563
China Three Gorges University	Yichang	China	60010580
Académie des Sciences	Paris	France	108261884
Turun yliopisto	Abo (Turku)	Finland	60006876
Institut fur Sozial- und Praventivmedizin	Bern	Switzerland	60105053
The University of Tennessee System	Knoxville	United States	60016429
Hypertension Artérielle Pulmonaire : Physiopathologie et Innovation Thérapeutique	Le Plessis-Robinson	France	60106118
Zhejiang Normal University	Jinhua	China	60003078
Faculte de Medecine Université Paul Sabatier	Toulouse	France	60021253
Kawasaki Institute of Industrial Promotion	Kawasaki	Japan	116237715
College of Medicine and Veterinary Medicine, Edinburgh Medical School	Edinburgh	United Kingdom	60110825
Vrije Universiteit Brussel	Elsene	Belgium	60026810
St. Joseph's Hospital and Medical Center	Phoenix	United States	60025361
Amsterdam UMC - University of Amsterdam	Amsterdam	Netherlands	60001157
National Library of Medicine	Bethesda	United States	60001536
Center for Biotechnology & Interdisciplinary Studies, Troy	Troy	United States	60097957
Southern Federal University	Rostov-on-Don	Russian Federation	60025383
Università Politecnica delle Marche	Ancona	Italy	60031624
The Mind Research Network	Albuquerque	United States	60102515
A.N.Nesmeyanov Institute of Organoelement Compounds of Russian Academy of Sciences	Moscow	Russian Federation	60030978
Seattle Cancer Care Alliance	Seattle	United States	60031859
Centre for Addiction and Mental Health	Toronto	Canada	60015765
Tufts Medical Center	Boston	United States	60001344
Universitätsklinikum Tübingen Medizinische Fakultät	Tubingen	Germany	60022653
University of California, Irvine	Irvine	United States	60007278
Argonne National Laboratory	Argonne	United States	60028609
Duke University Medical Center	Durham	United States	60113147
NASA Goddard Space Flight Center	Greenbelt	United States	60006337
Jichi Medical University	Kawachi District	Japan	60102128
Institute of Medical Science The University of Tokyo		Japan	60103898
Universitäts-Klinikum Bonn und Medizinische Fakultät	Bonn	Germany	60030465
CNR- Istituto per la Tecnologia delle Membrane	Rende	Italy	60112436
Malmö University Hospital	Malmo	Sweden	60010392
Hospital General Universitario Gregorio Marañon	Madrid	Spain	60033237
C-MER Dennis Lam Eye Hospital	Shenzhen	China	121429535
University of Alabama at Birmingham	Birmingham	United States	60027086
Framingham Heart Study	Framingham	United States	60022386
University of Ioannina, School of Medicine	Ioannina	Greece	60029082
GSI Helmholtz Centre for Heavy Ion Research GmbH	Darmstadt	Germany	60008155
University of Delhi	New Delhi	India	60029284
The University of North Carolina at Chapel Hill	Chapel Hill	United States	60025111
Työterveyslaitos	Helsinki	Finland	60010493
Centre Hospitalier Universitaire de Nantes	Nantes	France	60028048
Max Planck Institut für Eisenforschung	Dusseldorf	Germany	60026606
Indian Institute of Technology Banaras Hindu University	Varanasi	India	60019106
University of Groningen	Groningen	Netherlands	60010023
NYU Winthrop Hospital	Mineola	United States	60027049
Comenius University	Bratislava	Slovakia	60001987
University of Azad Jammu and Kashmir	Muzaffarabad	Pakistan	60043504
National Institute of Biomedical Imaging and Bioengineering	Bethesda	United States	60027085
McGill University	Montreal	Canada	60002494
Yamaguchi University Graduate School of Medicine	Ube	Japan	60090377
Istituto delle Scienze Neurologiche di Bologna	Bologna	Italy	60104781
Chung Yuan Christian University	Chung-Li	Taiwan	60029740
Yale University School of Medicine	New Haven	United States	60017994
NASA Ames Research Center	Moffett Field	United States	60004179
Mie University School of Medicine	Tsu	Japan	60021475
Austrian Institute of Technology	Vienna	Austria	60103936
Université Claude Bernard Lyon 1	Villeurbanne	France	60023578
Kolling Institute of Medical Research	Sydney	Australia	60011192
Sumitomo Hospital	Osaka	Japan	60021709
Soongsil University	Seoul	South Korea	60014156
Institut de Recerca en Ciències de la Salut Germans Trias i Pujol (IGTP)	Barcelona	Spain	106455007
University Hospital of Ghent	Ghent	Belgium	60068590
University of South Florida, Morsani College of Medicine	Tampa	United States	60011951
NPO Japanese Drug Organization of Appropriate Use and Research	Tanpaku-ku, Nagoya	Japan	122238271
Universitat de Barcelona	Barcelona	Spain	60001576
South China Normal University	Guangzhou	China	60005816
Uniwersytet Warszawski	Warsaw	Poland	60013756
Chinese Academy of Medical Sciences	Beijing	China	60057894
Shandong University of Finance and Economics	Jinan	China	60101772
HMNC Brain Health GmbH	Munich	Germany	122025777
P.N. Lebedev Physical Institute of the Russian Academy of Sciences	Moscow	Russian Federation	60009114
King Fahd University of Petroleum and Minerals	Dhahran	Saudi Arabia	60009506
Lawrence Berkeley National Laboratory	Berkeley	United States	60007174
University of Kragujevac	Kragujevac	Serbia	60068809
Quaid-i-Azam University	Islamabad	Pakistan	60064058
University of Texas at San Antonio	San Antonio	United States	60003212
Florida Atlantic University	Boca Raton	United States	60017606
Radboud University Nijmegen	Nijmegen	Netherlands	60016529
Universitätsklinik Erlangen und Medizinische Fakultät	Erlangen	Germany	60029931
Medizinische Fakultät und Universitäts Klinikum Aachen	Aachen	Germany	60001097
The BioRobotics Institute	Pontedera	Italy	122555490
National Yang-Ming University Taiwan	Taipei	Taiwan	60069716
Institute for Systems Biology	Seattle	United States	60003238
Tachikawa Medical Center	Nagaoka	Japan	113013493
University of Cologne	Koln	Germany	60024025
Kansai Electric Power Co., Inc.	Osaka	Japan	60032227
Medical University of Warsaw	Warsaw	Poland	60069009
Los Alamos National Laboratory	Los Alamos	United States	60006164
Shenyang Pharmaceutical University	Shenyang	China	60007269
Atlanta and Cincinnati	Cincinnati	United States	121161098
University of Virginia	Charlottesville	United States	60021918
University of Haifa	Haifa	Israel	60002999
National Research Nuclear University MEPhI	Moscow	Russian Federation	60068673
Ningbo University	Ningbo	China	60031419
University of Sargodha	Sargodha	Pakistan	60038659
UniversitätsSpital Bern	Bern	Switzerland	60010987
University of Missouri-Kansas City	Kansas City	United States	60007056
Ningbo Institute of Industrial Technology, Chinese Academy of Sciences	Ningbo	China	60117387
Razi University	Kermanshah	Iran	60021967
The Wistar Institute	Philadelphia	United States	60010803
Asklepios Klinik St. Georg	Hamburg	Germany	60022215
Harold C. Simmons Comprehensive Cancer Center, Dallas	Dallas	United States	60092486
University of Connecticut	Storrs	United States	60022659
Tokyo University of Science	Tokyo	Japan	60025141
National Institute for Materials Science Tsukuba	Tsukuba	Japan	60002414
University of Miami Leonard M. Miller School of Medicine	Miami	United States	60021519
From the President Emeritus of the Texas Heart Institute	Houston	Canada	122671847
Hoshi University	Tokyo	Japan	60003677
Hopital Haut-Lévêque C.H.U de Bordeaux	Pessac	France	60003434
Helsinki Institute of Physics	Helsinki	Finland	60030168
Jilin Biomedical Polymers Engineering Laboratory	Changchun	China	121482405
Duke University	Durham	United States	60008724
St. Jude Children's Research Hospital	Memphis TN,	United States	60019905
University of Science and Technology Beijing	Beijing	China	60018273
Electric Power Research Institute	Chongqing	China	114286816
Jean Mayer USDA Human Nutrition Research Center on Aging	Boston	United States	60103639
Universidad Pública de Navarra	Pamplona	Spain	60033019
National Technical University of Athens	Athens	Greece	60002947
VA Medical Center		United States	60014232
Zhejiang University of Technology	Hangzhou	China	60026282
Hamamatsu University School of Medicine	Hamamatsu	Japan	60005684
Health Outcomes Research Unit	Rome	Italy	105233253
Johns Hopkins Bloomberg School of Public Health	Baltimore	United States	60006183
National Institute on Drug Abuse	Bethesda	United States	60020468
Guru Nanak Dev University	Amritsar	India	60000078
Clarkson University	Potsdam	United States	60026227
Harbor-UCLA Medical Center	Torrance	United States	60016081
Taiyuan University of Technology	Taiyuan	China	60013268
Harbin Normal University	Harbin	China	60008264
University of Leicester	Leicester	United Kingdom	60033125
Dalian Municipal Central Hospital	Dalian	China	110167480
Navarra Institute for Health Research (IdiSNA)	Pamplona	Spain	115933337
Catholic University of Daegu	Gyeongsan	South Korea	60013400
Sickle Cell Anemia Found. Augusta	Augusta	United States	101893981
ISOTOPIX	Vienna	Austria	114856830
National Institute on Alcohol Abuse and Alcoholism	Bethesda	United States	60016730
Salk Institute for Biological Studies	San Diego	United States	60032445
Indian Institute of Science, Bengaluru	Bengaluru	India	60014097
Boston University School of Public Health	Boston	United States	60018701
UT Southwestern Medical School	Dallas	United States	60014739
Rigshospitalet	Copenhagen	Denmark	60006564
University of Sheffield	Sheffield	United Kingdom	60001881
Gdańsk University of Technology	Gdansk	Poland	60027012
NYU Langone Medical Center	New York	United States	60032105
JMAG Buisiness Company	Tokyo	Japan	122001590
National Center for Global Health and Medicine	Tokyo	Japan	60022886
University of Kashan	Kashan	Iran	60023478
Universidade Federal do Rio de Janeiro	Rio de Janeiro	Brazil	60000036
Nippon Medical School	Tokyo	Japan	60018600
Internat. Inst. Stress	Montreal	Canada	100535241
Peking-Tsinghua Center for Life Sciences	Beijing	China	113202284
Tohoku University	Sendai	Japan	60008435
Itä-Suomen yliopisto	Kuopio	Finland	60103673
Bioprojet	Paris	France	112735147
Centre Scientifique de Monaco	Monte Carlo	Monaco	60072608
University Hospital Maastricht	Maastricht	Netherlands	60007895
Universitätsklinikum Hamburg-Eppendorf und Medizinische Fakultät	Hamburg	Germany	60005036
Erasmus MC: Sophia Children‘s Hospital	Rotterdam	Netherlands	60015627
National Institute of Mental Health	Bethesda	United States	60003158
Loyola University Medical Center	Maywood	United States	60017216
Prilenia Therapeutics	Herzlia	Israel	121862598
Shenzhen University	Shenzhen	China	60000937
Johannes Kepler Universitat Linz	Linz	Austria	60021931
Fujita Health University	Toyoake	Japan	60026940
Women's College Research Institute	Toronto	Canada	60103057
Cleveland Clinic Florida	Fort Lauderdale	United States	60029770
Sorbonne Universite	Paris	France	60001422
St. David's Medical Center	Austin	United States	107977234
Università degli Studi di Napoli Federico II	Naples	Italy	60017293
Beijing University of Posts and Telecommunications	Beijing	China	60016930
Folkhälsan	Helsinki	Finland	60002435
University Heart Centre Zurich	Zurich	Switzerland	118255919
Pontificia Universidad Católica de Chile	Santiago	Chile	60029681
Universiti Teknologi Malaysia	Johor Bahru	Malaysia	60021005
Madras Diabetes Research Foundation	Chennai	India	60000055
University of North Texas	Denton	United States	60024438
Inserm	Paris	France	60000905
University of Jammu	Jammu	India	60031541
National Institutes of Health Library	Bethesda	United States	107453198
Tijuana Institute of Technology	Tijuana	Mexico	60007423
Nottingham City Hospital	Nottingham	United Kingdom	60019535
Skånes universitetssjukhus	Lund	Sweden	60014077
Beijing University of Chemical Technology	Beijing	China	60021843
Universität Freiburg im Breisgau	Freiburg im Breisgau	Germany	60025641
Ioffe Institute	Saint Petersburg (ex Leningrad)	Russian Federation	60000297
Cancer Research Foundation of New York	New York	United States	114378803
Terraplasma GmbH	Garching bei Munchen	Germany	121063394
University of Michigan Medical School	Ann Arbor	United States	60033182
University of Queensland	Brisbane	Australia	60031004
Universite de Franche-Comte	Besancon	France	60031276
Shanxi Agriculture University	Jinzhong	China	115392799
Hôpital Saint-Louis	Paris	France	60002900
University of Sydney Faculty of Medicine	Sydney	Australia	60010710
Japan Fine Ceramic Center	Nagoya	Japan	106560495
ENSCM Ecole Nationale Supérieure de Chimie de Montpellier	Montpellier	France	60024243
University of Witwatersrand	Johannesburg	South Africa	60016218
Machine Intelligence Institute	New Rochelle	United States	60013810
IRCCS Fondazione Santa Lucia	Rome	Italy	60014416
Technische Universität Dresden	Dresden	Germany	60018353
North China Electirc Power University	Beijing	China	113105463
AP-HP Assistance Publique - Hopitaux de Paris	Paris	France	60021567
Pfizer Inc.	New York	United States	60006989
The Chinese University of Hong Kong, Shenzhen	Shenzhen	China	60108865
University of Rochester Medical Center	Rochester	United States	60024746
Bar Ilan's Institute for Nanotechnology and Advanced Materials	Ramat Gan	Israel	60106789
Universite de Liege	Liege	Belgium	60000964
Scuola Normale Superiore di Pisa	Pisa	Italy	60030674
St. Luke's-Roosevelt Hospital Center	New York	United States	60026273
National Chiao Tung University Taiwan	Hsinchu	Taiwan	60012370
NHS Foundation Trust	Leeds	United Kingdom	60029204
University of California, Berkeley	Berkeley	United States	60025038
Kokuritsu Junkankibyo Senta	Suita	Japan	60016372
Università degli Studi di Bari, Facoltà di Medicina e Chirurgia	Bari	Italy	60031123
Max Planck Institut fur Kolloid Und Grenzflachenforschung Potsdam	Golm	Germany	60006384
Cancer Science Institute of Singapore	Singapore City	Singapore	60106362
Universite Paris 13	Villetaneuse	France	60009647
Okayama University	Okayama	Japan	60023147
University G. Marconi of Rome	Rome	Italy	113434702
Keck School of Medicine of USC	Los Angeles	United States	60015183
Università degli Studi di Roma La Sapienza	Rome	Italy	60032350
Augusta University	Augusta	United States	60105348
Baker Heart and Diabetes Institute	Melbourne	Australia	60033409
Universite Paris-Saclay	Saint-Aubin	France	60106017
University of Missouri-Columbia	Columbia	United States	60006173
Tokai University School of Medicine	Isehara	Japan	60028799
Solid State Physics	Lund	Sweden	100564158
Anhui University of Technology	Maanshan	China	60008060
Nara Medical University	Kashihara	Japan	60013473
Hôpital Albert Chenevier AP-HP Paris	Creteil	France	60000999
University of Texas Medical School at Houston	Houston	United States	60021568
Sigmund Freud Privatuniversitat Wien	Vienna	Austria	60003041
Northeastern University	Boston	United States	60028628
Georgetown University	Washington, D.C.	United States	60023927
Rice University	Houston	United States	60005286
UCSF Medical Center	San Francisco	United States	60017805
Center for Clinical Studies	Webster	United States	106961958
Cosmetic Ingredient Review	Washington, D.C.	United States	60001534
Waseda University	Tokyo	Japan	60023462
University of G. d'Annunzio Chieti and Pescara	Chieti	Italy	60004638
University of Mississippi School of Pharmacy	University	United States	60020462
University Medicine Greifswald	Greifswald	Germany	111695237
Universitat Autònoma de Barcelona	Barcelona	Spain	60023020
University of Nebraska - Lincoln	Lincoln	United States	60026306
Harefield Hospital	Harefield	United Kingdom	60024930
George Mason University, Fairfax Campus	Fairfax	United States	60018319
Washington University in St. Louis	St Louis	United States	60010261
Fred Hutchinson Cancer Research Center	Seattle	United States	60003625
Methodist Hospital Houston	Houston	United States	60014933
Tshwane University of Technology	Pretoria	South Africa	60006393
University of Texas at El Paso	El Paso	United States	60007801
Klinikum Ludwigshafen	Ludwigshafen	Germany	60022960
Wellcome Trust	London	United Kingdom	60022106
Lille Inflammation Research International Center	Lille	France	60107862
Keio University	Tokyo	Japan	60025997
Centro de Investigación Biomédica en Red de Enfermedades Respiratorias	Madrid	Spain	60102756
Institute of Metal Research Chinese Academy of Sciences	Shenyang	China	60020745
Saiseikai Toyama Hospital	Toyama	Japan	100350638
RWTH Aachen University, Institut für Textiltechnik	Aachen	Germany	60115296
Universitat Wien	Vienna	Austria	60025988
Stanford University Medical Center	Stanford	United States	60015615
University of Vermont	Burlington	United States	60009500
Kurume University School of Medicine	Kurume	Japan	60001377
Oak Ridge National Laboratory	Oak Ridge	United States	60024266
Severance Hospital	Seoul	South Korea	60095571
LSU Health New Orleans Medical Center	New Orleans	United States	117463380
Shanxi University of Finance and EcoNomics	Taiyuan	China	60026295
Casa di Cura Villa Maria Cecilia Hospital	Cotignola	Italy	60086672
University of California, Santa Barbara	Santa Barbara	United States	60029241
Uniklinik Köln	Koln	Germany	60008658
McCormick Inst. Prof. W.P. Murphy Prof. of Civil and Mechanical Engineering and Materials Science	Evanston	United States	122712478
Semmelweis Egyetem	Budapest	Hungary	60024812
University of Washington School of Medicine	Seattle	United States	60028548
Karolinska University Hospital	Stockholm	Sweden	60019295
Hopital Foch	Suresnes	France	60009848
Jackson Memorial Hospital	Miami	United States	60004546
Technische Universiteit Eindhoven	Eindhoven	Netherlands	60032882
Changchun Institute of Optics Fine Mechanics and Physics Chinese Academy of Sciences	Changchun	China	60004828
Montanuniversitat Leoben	Leoben	Austria	60028349
Translational Genomics Research Institute	Phoenix	United States	60009543
Babol Noshirvani University of Technology	Babol	Iran	60089290
Tel Aviv University, Sackler Faculty of Medicine	Ramal Aviv	Israel	60005037
Tokyo Medical and Dental University	Tokyo	Japan	60003303
Renji Hospital	Shanghai	China	60087536
University Hospital Zurich, Dermatologische Klinik	Zurich	Switzerland	60007456
National Taipei University of Technology	Taipei	Taiwan	60012392
Royal Netherlands Institute for Sea Research - NIOZ	't Horntje	Netherlands	60004789
Zaozhuang University	Zaozhuang	China	60104152
Nihon University	Tokyo	Japan	60002561
UCSD Medical Center, Moores Cancer Center	San Diego	United States	60086300
Research Institute for Fragrance Materials, Inc.	Englewood Cliffs	United States	60029178
Research Center for Eco-Environmental Sciences Chinese Academy of Sciences	Beijing	China	60010689
Wageningen University and Research Centre	Wageningen	Netherlands	60004156
Trinity College Dublin	Dublin	Ireland	60011149
Université Laval	Quebec	Canada	60032619
Université de Mons	Mons	Belgium	60010758
Case Western Reserve University	Cleveland	United States	60000305
McMaster University	Hamilton	Canada	60031828
Al-Zaytoonah University of Jordan	Amman	Jordan	60067411
Chonnam National University, College of Medicine	Gwangju	South Korea	60017234
University of South Alabama	Mobile	United States	60000705
Carleton University	Ottawa	Canada	60017592
New York State Psychiatric Institute	New York	United States	60029358
Kyushu University, Faculty of Medical Sciences	Fukuoka	Japan	60004091
Italian Psychogeriatric Association (AIP)	Brescia	Italy	117025960
Université de Lorraine, Faculte de Medecine	Vandoeouvre-les-Nancy	France	60015843
Universidade de Coimbra	Coimbra	Portugal	60020985
University of Ottawa Heart Institute	Ottawa	Canada	60011635
Université de Lorraine	CS 25233	France	60104289
Isfahan University of Technology	Isfahan	Iran	60028174
University of Maryland, Baltimore	Baltimore	United States	60014653
Collaborative Innovation Center of Suzhou Nano Science and Technology	Suzhou	China	116397007
CNR-IFC	Foggia	Italy	114145447
Azienda Ospedaliera Sant'Andrea	Rome	Italy	60084996
Academia Sinica Taiwan	Nankang	Taiwan	60016969
European Society for Environmental and Occupational Medicine	Berlin	Germany	113451034
Klinikum der Johannes-Gutenberg-Universität und Fachbereich Medizin	Mainz	Germany	60022135
MedStar Washington Hospital Center	Irving	United States	113477717
Institute for Biological Instrumentation of RAS	Pushchino	Russian Federation	60110117
Hôpitaux universitaires de Genève	Geneva	Switzerland	60009963
Hopital Beaujon	Clichy	France	60005915
Beijing Tiantan Hospital	Beijing	China	60073452
Fuzhou University	Fuzhou	China	60017605
A.E. Arbuzov Institute of Organic and Physical Chemistry, Kazan Scientific Center, Russian Academy of Sciences	Kazan	Russian Federation	60095468
i3S - Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Portugal	Porto	Portugal	60105804
University of Delaware	Newark	United States	60023004
VA Connecticut Healthcare System	West Haven	United States	60105857
Endokrines Tumorzentrum am WTZ mit ENETS Center of Excellence	Essen	Germany	122573199
University of Illinois at Urbana-Champaign	Urbana	United States	60000745
AstraZeneca	London	United Kingdom	60004219
Hokkaido University School of Medicine	Sapporo	Japan	60028949
Second Military Medical University	Shanghai	China	60025234
St. Josef-Hospital im Katholischen Klinikum Bochum	Bochum	Germany	60108391
Wuhan Institute of Technology	Wuhan	China	60003028
Fundashon Prevenshon	Willemstad	Netherlands	119772722
Tianjin University of Science & Technology	Tianjin	China	60092437
Delft University of Technology	Delft	Netherlands	60006288
Swiss Federal Institute of Technology EPFL, Lausanne	Lausanne	Switzerland	60028186
Third Military Medical University	Chongqing	China	60023797
Tulane University School of Medicine	New Orleans	United States	60015112
University of South Carolina	Columbia	United States	60018179
Kobe University School of Medicine	Kobe	Japan	60026363
University of Occupational and Environmental Health	Kitakyushu	Japan	60002775
Mashhad University of Medical Sciences	Mashad	Iran	60001500
Christian-Albrechts-Universität zu Kiel	Kiel	Germany	60012345
Szegedi Tudományegyetem (SZTE)	Szeged	Hungary	60027332
Immunomedics	Morris Plains	United States	106748243
Harokopio University	Athens	Greece	60012296
Universidade Estadual de Campinas	Campinas	Brazil	60029570
Hebrew University of Jerusalem	Jerusalem	Israel	60007903
Vanderbilt University Medical Center	Nashville	United States	60030769
Carnegie Mellon University	Pittsburgh	United States	60027950
Beijing University of Chinese Medicine	Beijing	China	60016424
Our Lady's Hospital for Sick Children	Dublin	Ireland	60020035
St. George's University Grenada	Saint George's	Grenada	60072869
Brain Center Rudolf Magnus	Utrecht	Netherlands	121322442
Texas Children's Hospital Houston	Houston	United States	60008978
Universität Leipzig	Leipzig	Germany	60008042
Black Dog Institute	Sydney	Australia	60104962
Slaski Uniwersytet Medyczny w Katowicach	Katowice	Poland	60027573
Chang'an University	Xi'an	China	60028891
State Key Lab of Multiphase Flow in Power Engineering	Xi'an	China	60089918
South China Agricultural University	Guangzhou	China	60032203
National Jewish Health	Denver	United States	60102305
Kyungpook National University	Daegu	South Korea	60012704
Kumamoto University Hospital	Kumamoto	Japan	60019431
Chengdu University of Technology	Chengdu	China	60026846
Medical University of Lodz	Lodz	Poland	60006651
Pathodiagnostik Berlin	Berlin	Germany	112843624
National Taiwan University	Taipei	Taiwan	60005429
Université européenne de Bretagne	Rennes	France	60104201
John Wayne Cancer Institute	Santa Monica	United States	60030138
Hubei Key Laboratory of Advanced Control and Intelligent Automation for Complex Systems	Wuhan	China	118060173
Indian Institute of Technology Kharagpur	Kharagpur	India	60004750
Kanazawa University School of Medicine	Kanazawa	Japan	60032572
NUS Graduate School for Integrative Sciences and Engineering	Singapore City	Singapore	60106371
Iowa State University	Ames	United States	60004354
McLean Hospital	Belmont	United States	60015527
Nankai University	Tianjin	China	60018038
Rheinisch-Westfälische Technische Hochschule Aachen	Aachen	Germany	60016653
Flanders Interuniversity Institute for Biotechnology	Ghent	Belgium	60019793
Indian Institute of Technology Kanpur	Kanpur	India	60021988
Tata Institute of Fundamental Research, Mumbai	Mumbai	India	60031855
Academy of Scientific and Innovative Research	New Delhi	India	116185837
Chalmers University of Technology	Göteborg	Sweden	60000990
Université de Genève	Geneva	Switzerland	60004718
Nanjing University, School of Medicine	Nanjing	China	60004667
Shanghai University of Engineering Science	Shanghai	China	60032504
La Jolla Institute for Allergy and Immunology	San Diego	United States	60014683
University of Southern Queensland	Toowoomba	Australia	60020321
University of Idaho	Moscow	United States	60033389
Institute of General Pathology and Pathophysiology RAMS	Moscow	Russian Federation	60070996
University of Alabama	Tuscaloosa	United States	60025371
Instituut Born-Bunge	Antwerpen	Belgium	60070023
ViiV Healthcare	Brentford	United Kingdom	60110877
UCLA Health Sciences	Los Angeles	United States	60032655
A-Star, Singapore Institute for Clinical Sciences	Singapore City	Singapore	60113364
Temple University	Philadelphia	United States	60030398
Mangalore University	Mangalore	India	60006961
University of KwaZulu-Natal	Durban	South Africa	60010499
Brown University	Providence	United States	60011460
Asan Institute for Life Sciences	Seoul	South Korea	112690456
University of Alabama School of Medicine	Birmingham	United States	60029230
JARA-BRAIN	Julich	Germany	112749116
Numazu Bio-Medical Research Institute	Numazu	Japan	60004939
Universitair Ziekenhuis Brussel	Brussels	Belgium	60069985
National Institutes of Health, Bethesda	Bethesda	United States	60006577
Fondazione Policlinico Universitario Agostino Gemelli IRCCS Università Cattolica del Sacro Cuore	Rome	Italy	60073799
National Institute of Diabetes and Digestive and Kidney Diseases	Bethesda	United States	60008438
Cooper University Hospital	Camden	United States	60017662
Centre Hospitalier Universitaire Vaudois	Lausanne	Switzerland	60023561
University of Western Australia Faculty of Medicine and Dentistry	Perth	Australia	60009834
GlaxoSmithKline SpA	Verona	Italy	60111447
National Hospital Organization, Japan	Tokyo	Japan	60014072
R3i Foundation	Basel	Switzerland	122671195
Prince of Songkla University	Hatyai	Thailand	60006314
University of Minnesota Cancer Center	Minneapolis	United States	60022372
Dartmouth-Hitchcock Medical Center	Lebanon	United States	60001844
Rhodes University	Grahamstown	South Africa	60026548
A. Menarini Industrie Farmaceutiche Riunite Srl	Florence	Italy	60018579
NYU School of Medicine	New York	United States	60024541
Chugoku Rosai General Hospital	Kure	Japan	100317906
Florida State University	Tallahassee	United States	60002092
The Education University of Hong Kong	Hong Kong	China	60017919
Japanese Foundation for Cancer Research	Tokyo	Japan	60024942
Harborview Injury Prevention and Research Center	Seattle	United States	60032180
UniversitatsSpital Zurich	Zurich	Switzerland	60019619
Regional Blood Transfusion Centre	Surat	India	112976275
Universitäts Klinikum Freiburg und Medizinische Fakultät	Freiburg im Breisgau	Germany	60024805
Northeast University at Qinhuangdao Campus	Qinhuangdao	China	60022527
Institute of Clinical Medicine	Helsinki	Finland	106776739
University of Wisconsin Madison, School of Veterinary Medicine	Madison	United States	60025163
CHU Hôpitaux de Bordeaux	Talence	France	60021564
Tokushima University	Tokushima	Japan	60009852
Swiss National Reference Center for Emerging Antibiotic Resistance (NARA)	Fribourg	Switzerland	118488619
Queen Mary Hospital Hong Kong		Hong Kong	60033020
Sun Yat-Sen University, Zhongshan School of Medicine	Guangzhou	China	60026383
Soochow University	Suzhou	China	60010432
Jilin University	Changchun	China	60007711
Oakland University	Rochester Hills	United States	60011873
FR CNRS 3459	Amiens	France	113822984
IRCCS Centro Di Riferimento Oncologico Aviano	Aviano	Italy	60031423
Fraunhofer Institute for Production Technology IPT	Aachen	Germany	60027103
Deutsches Textilforschungszentrum Nord-West	Krefeld	Germany	60073301
Abteilung für Hämatologie und Onkologie	Munich	Germany	100482912
Abo Akademi University	Abo	Finland	60015375
Flinders University	Adelaide	Australia	60020828
LIRYC Institute	Bordeaux	France	113498346
Mukogawa Women's University	Nishinomiya	Japan	60027755
Università degli Studi di Torino	Turin	Italy	60012259
Japan Science and Technology Agency	Kawaguchi	Japan	60015682
Vanderbilt University Institute of Imaging Science	Nashville	United States	60010138
Deutsches Zentrum für Herz-Kreislauf-Forschung e. V.	Berlin	Germany	60106629
Laboratoire des Sciences du Climat et de l'Environnement	Gif-sur-Yvette	France	60045588
ShanghaiTech University	Shanghai	China	60105232
